City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,grande riviere du nord,19.5833,-72.1833,22.9,89,35,1.22,HT,1679967224
279,shelburne,44.0787,-80.2041,1.24,80,100,3.17,CA,1679967225
280,cidreira,-30.1811,-50.2056,21.09,64,0,4.73,BR,1679967225
281,ayacucho,-13.1583,-74.2239,13.2,81,100,0.31,PE,1679966950
282,williston,48.147,-103.618,-3.59,96,100,2.18,US,1679967226
283,sioux lookout,50.1001,-91.917,-8.96,38,0,2.57,CA,1679967068
284,charyshskoye,51.3978,83.5598,4.53,80,50,1.14,RU,1679967226
285,bougouni,11.417,-7.479,30.36,39,98,3.82,ML,1679967227
286,bam,29.106,58.357,17.32,47,0,3.53,IR,1679967227
287,kudahuvadhoo,2.6708,72.8944,28.11,76,12,4.92,MV,1679967228
288,taiyuan,37.8694,112.5603,10.92,28,0,1.0,CN,1679967188
289,acajutla,13.5928,-89.8275,26.3,79,13,3.3,SV,1679967229
290,bac lieu,9.285,105.7244,29.84,62,46,6.65,VN,1679967229
291,safford,32.834,-109.7076,19.51,14,0,7.2,US,1679967058
292,xichang,27.8964,102.2634,11.59,77,99,1.75,CN,1679967230
293,la ronge,55.1001,-105.2842,-10.86,34,40,4.12,CA,1679967230
294,sharjah,25.3573,55.4033,23.99,83,40,5.14,AE,1679967148
295,aklavik,68.2191,-135.0107,1.63,85,100,1.25,CA,1679967231
296,micco,27.8806,-80.5003,26.16,84,4,5.59,US,1679967232
297,sabang,5.8933,95.3214,28.34,76,95,4.66,ID,1679967232
298,celestun,20.8667,-90.4,25.64,77,0,4.99,MX,1679967233
299,pisco,-13.7,-76.2167,23.03,88,75,4.63,PE,1679967233
300,kupino,54.3663,77.2981,1.45,100,100,3.48,RU,1679967234
301,kavaratti,10.5669,72.642,27.25,72,27,6.15,IN,1679967234
302,newport,51.5877,-2.9984,7.41,87,100,3.82,GB,1679967235
303,kenora,49.8167,-94.4337,-8.46,38,0,1.54,CA,1679967235
304,great falls,47.5002,-111.3008,1.66,73,40,8.23,US,1679967090
305,clarence town,-32.5833,151.7833,27.19,39,100,2.23,AU,1679967236
306,silver city,32.7701,-108.2803,13.98,16,0,4.12,US,1679967131
307,cabedelo,-6.9811,-34.8339,26.37,75,100,3.85,BR,1679967237
308,bone,51.9669,12.1396,2.72,80,71,7.33,DE,1679967237
309,tacna,-18.0056,-70.2483,21.11,68,0,1.54,PE,1679967238
310,springbok,-29.6643,17.8865,17.58,34,0,1.21,ZA,1679967238
311,san rafael del sur,11.8485,-86.4384,27.54,56,20,7.37,NI,1679967239
312,pitimbu,-7.4706,-34.8086,26.33,75,73,3.58,BR,1679967239
313,sanlucar la mayor,37.3871,-6.2011,15.43,55,2,1.83,ES,1679967240
314,santa barbara,34.7333,-120.0343,13.31,36,0,4.63,US,1679967240
315,auki,-8.7676,160.7034,30.09,64,100,1.81,SB,1679967241
316,ixtapa,20.7,-105.2,23.57,64,0,4.63,MX,1679967241
317,honiara,-9.4333,159.95,30.28,68,100,3.23,SB,1679967241
318,vostochnyy,55.8167,37.8667,1.1,94,99,1.1,RU,1679967242
319,fairlie,55.756,-4.8556,5.12,86,100,3.25,GB,1679967242
320,ahuimanu,21.4447,-157.8378,27.14,78,100,3.09,US,1679967243
321,plymouth,41.8334,-70.8328,7.81,79,100,2.06,US,1679967243
322,touros,-5.1989,-35.4608,25.2,87,83,4.5,BR,1679967208
323,show low,34.2542,-110.0298,6.15,29,0,5.14,US,1679966964
324,port keats,-14.25,129.55,31.66,43,23,2.66,AU,1679967244
325,faya,18.3851,42.4509,13.06,81,89,0.7,SA,1679967245
326,francisco sa,-16.4758,-43.4883,26.08,70,39,2.46,BR,1679967245
327,dajabon,19.5488,-71.7083,23.07,87,3,1.2,DO,1679967245
328,hovd,48.0056,91.6419,5.29,27,9,0.89,MN,1679967246
329,vila franca do campo,37.7167,-25.4333,16.23,90,59,6.16,PT,1679967246
330,labrea,-7.2586,-64.7981,22.95,94,99,0.7,BR,1679967247
331,tadine,-21.55,167.8833,27.04,78,100,6.27,NC,1679967248
332,aneho,6.2333,1.6,27.61,75,60,3.67,TG,1679967248
333,mujiayingzi,42.1167,118.7833,11.21,16,0,3.2,CN,1679967249
334,quatre cocos,-20.2078,57.7625,23.94,81,0,0.8,MU,1679967249
335,moramanga,-18.9333,48.2,18.78,99,99,0.6,MG,1679967250
336,margate,51.3813,1.3862,5.73,74,83,2.68,GB,1679967252
337,voskevan,41.1202,45.0653,5.8,81,1,1.78,AM,1679967252
338,ponta delgada,37.7333,-25.6667,16.4,88,40,9.26,PT,1679967252
339,havelock,34.8791,-76.9013,20.99,90,0,0.0,US,1679967253
340,chumikan,54.7183,135.315,-0.61,82,8,6.38,RU,1679967253
341,pointe michel,15.25,-61.3833,24.16,65,9,7.64,DM,1679967254
342,catu,-12.3531,-38.3789,21.26,90,27,0.23,BR,1679967254
343,svetlyy,54.675,20.1347,-1.97,62,45,3.14,RU,1679967255
344,pacific grove,36.6177,-121.9166,12.97,70,0,5.66,US,1679967255
345,san andres,12.5847,-81.7006,27.01,74,20,6.17,CO,1679967256
346,constitucion,-35.3333,-72.4167,11.27,82,2,4.47,CL,1679967257
347,sao joao da barra,-21.6403,-41.0511,23.7,93,87,3.94,BR,1679967258
348,sao filipe,14.8961,-24.4956,22.89,75,3,3.65,CV,1679967258
349,sur,22.5667,59.5289,25.1,59,0,4.57,OM,1679967258
350,narsaq,60.9167,-46.05,0.12,71,3,4.22,GL,1679967259
351,oktyabrskoye,43.0645,44.7417,3.08,100,20,2.0,RU,1679967259
352,san vicente de canete,-13.0751,-76.3835,23.52,83,100,1.68,PE,1679967260
353,mecca,21.4267,39.8261,19.68,52,0,2.49,SA,1679967165
354,norman wells,65.282,-126.8329,-2.98,68,75,3.09,CA,1679967261
355,mayo,38.8876,-76.5119,13.4,81,0,2.06,US,1679967261
356,fallon,39.4735,-118.7774,10.93,18,75,6.69,US,1679967030
357,malibu,34.005,-118.8101,20.93,58,98,2.24,US,1679967262
358,komatipoort,-25.4332,31.9548,19.47,78,66,2.02,ZA,1679967263
359,loandjili,-4.7561,11.8578,25.06,94,40,1.54,CG,1679967263
360,mount isa,-20.7333,139.5,32.87,38,4,3.09,AU,1679967264
361,bonoua,5.2741,-3.595,26.79,89,99,1.94,CI,1679967265
362,nabire,-3.3667,135.4833,28.64,73,91,2.02,ID,1679967265
363,sterlibashevo,53.4376,55.2578,4.86,85,95,2.66,RU,1679967266
364,beidao,34.5686,105.8933,12.88,58,100,0.87,CN,1679967266
365,fonte boa,-2.4959,-66.2662,23.31,97,100,1.14,BR,1679967267
366,kovur,14.4833,79.9833,27.74,73,30,5.25,IN,1679967268
367,concordia,-31.393,-58.0209,17.99,65,15,2.54,AR,1679967268
368,san cristobal,7.7669,-72.225,23.1,69,99,0.62,VE,1679967254
369,gravdal,68.1214,13.5031,-4.76,69,16,3.4,NO,1679967269
370,lakes entrance,-37.8811,147.981,22.31,67,39,1.77,AU,1679967269
371,gobabis,-22.45,18.9667,18.79,70,68,2.37,NA,1679967270
372,gotsu,35.0,132.2167,12.81,51,0,2.42,JP,1679967271
373,sassandra,4.95,-6.0833,25.24,91,100,1.74,CI,1679967271
374,isla aguada,18.7833,-91.4667,28.02,77,0,5.34,MX,1679967271
375,mehriz,31.5917,54.4318,13.28,53,26,1.48,IR,1679967272
376,puerto quijarro,-17.7833,-57.7667,24.7,84,97,0.54,BO,1679967273
377,keskin,39.6731,33.6136,7.08,74,94,4.21,TR,1679967273
378,veraval,20.9,70.3667,22.97,72,19,4.77,IN,1679967273
379,morant bay,17.8815,-76.4093,27.79,81,5,3.98,JM,1679967274
380,upata,8.0086,-62.3989,24.0,70,100,3.34,VE,1679967274
381,farafangana,-22.8167,47.8333,23.34,88,47,4.38,MG,1679967275
382,yuncheng,35.0231,110.9928,18.6,33,63,2.5,CN,1679967275
383,isiro,2.7739,27.616,19.27,99,100,0.63,CD,1679967276
384,carmen,18.6333,-91.8333,28.02,83,20,4.63,MX,1679967276
385,kristiinankaupunki,62.2743,21.376,-5.5,87,100,6.91,FI,1679967277
386,smidovich,48.6,133.8167,7.73,40,87,3.69,RU,1679967277
387,avera,33.194,-82.5271,18.28,94,81,2.93,US,1679967278
388,chute-aux-outardes,49.1168,-68.399,-1.01,93,100,0.0,CA,1679967279
389,nicoya,10.1483,-85.452,26.59,67,33,3.77,CR,1679967279
390,norfolk,42.1668,-71.2495,7.55,88,100,3.09,US,1679967051
391,sumbawanga,-7.9667,31.6167,13.6,97,100,1.58,TZ,1679967280
392,farah,32.5,62.5,16.55,37,99,0.56,AF,1679967281
393,roma,43.2128,-75.4557,2.27,94,100,0.0,US,1679967281
394,vardo,70.3705,31.1107,-9.01,79,20,8.75,NO,1679967282
395,grand-lahou,5.1367,-5.0242,26.01,87,93,2.4,CI,1679967283
396,port augusta,-32.5,137.7667,25.79,49,8,1.96,AU,1679967284
397,lieksa,63.3167,30.0167,-8.07,89,100,5.0,FI,1679967284
398,paraiso,9.8383,-83.8656,20.48,98,76,1.55,CR,1679967285
399,elko,41.0002,-115.5012,1.01,84,91,2.13,US,1679967285
400,lompoc,34.6391,-120.4579,17.08,69,0,5.36,US,1679967286
401,naples,40.8333,14.25,11.53,93,11,1.03,IT,1679967141
402,lubin,51.4009,16.2015,0.4,77,100,8.44,PL,1679967287
403,banda aceh,5.5577,95.3222,27.41,79,100,2.61,ID,1679967287
404,kysyl-syr,63.8986,122.7617,-4.47,89,98,4.64,RU,1679967288
405,sukumo,32.9333,132.7333,17.07,38,50,1.98,JP,1679967288
406,manchester,53.4809,-2.2374,7.43,74,100,2.57,GB,1679967246
407,halifax,44.6453,-63.5724,3.0,74,20,3.6,CA,1679967222
408,gornopravdinsk,60.05,69.9,4.18,92,100,4.6,RU,1679967289
409,luau,-10.7073,22.2247,16.39,99,100,1.5,AO,1679967290
410,marawi,7.9986,124.2928,25.9,72,90,1.88,PH,1679967291
411,matam,15.6175,-13.3303,27.82,8,20,4.49,SN,1679967292
412,vitim,59.4511,112.5578,1.17,99,100,6.35,RU,1679967292
413,fez,34.0372,-4.9998,14.14,62,0,2.06,MA,1679967293
414,beringovskiy,63.05,179.3167,-4.5,72,99,7.05,RU,1679967293
415,boa vista,2.8197,-60.6733,28.99,58,40,4.63,BR,1679967294
416,codrington,-38.2667,141.9667,17.59,66,75,3.02,AU,1679967294
417,moose factory,51.2585,-80.6094,-14.0,85,0,1.54,CA,1679967295
418,egvekinot,66.3167,-179.1667,-23.26,92,96,2.02,RU,1679967296
419,coihaique,-45.5752,-72.0662,5.97,75,75,5.14,CL,1679967296
420,malim,7.452,123.4312,27.89,73,100,3.16,PH,1679967297
421,grindavik,63.8424,-22.4338,-1.74,69,75,4.63,IS,1679967297
422,ust-tsilma,65.441,52.1498,-22.02,100,100,1.61,RU,1679967298
423,valdepenas,38.7621,-3.3848,7.69,31,0,1.49,ES,1679967299
424,mikhaylovka,50.06,43.2379,3.72,85,6,1.07,RU,1679967299
425,takoradi,4.8845,-1.7554,26.08,85,76,3.15,GH,1679967300
426,nelson bay,-32.7167,152.15,27.27,76,100,1.34,AU,1679967300
427,rodez,44.5,2.5833,1.17,74,0,1.03,FR,1679967301
428,arica,-18.475,-70.3042,24.75,68,0,1.54,CL,1679967095
429,waingapu,-9.6567,120.2641,28.35,71,100,1.32,ID,1679967302
430,biltine,14.5333,20.9167,25.13,19,67,8.5,TD,1679967302
431,okha,53.5739,142.9478,-3.03,86,57,3.61,RU,1679967302
432,mora,11.0461,14.1401,24.15,15,99,2.54,CM,1679967303
433,flinders,-34.5833,150.8552,28.99,58,89,3.13,AU,1679967305
434,nanma,36.1817,118.1583,16.34,26,42,3.03,CN,1679967306
435,machiques,10.0644,-72.545,26.49,59,29,4.41,VE,1679967307
436,pangnirtung,66.1451,-65.7125,-14.18,95,100,1.12,CA,1679967308
437,manono,-7.3,27.4167,19.24,99,100,0.98,CD,1679967308
438,invermere,50.5167,-116.0354,0.85,81,27,0.2,CA,1679967309
439,kant,27.8,79.8,21.34,41,100,1.7,IN,1679967309
440,mitu,1.1983,-70.1733,23.05,97,100,0.65,CO,1679967310
441,binzhou,37.3667,118.0167,18.3,18,10,4.07,CN,1679967310
442,rondonopolis,-16.4708,-54.6356,26.17,67,90,1.24,BR,1679967311
443,shenjiamen,29.9576,122.298,11.37,64,0,3.28,CN,1679967312
444,eydhafushi,5.1033,73.0708,27.72,74,28,3.7,MV,1679967312
445,nan,18.8333,100.6667,21.01,78,7,0.0,TH,1679967014
446,griffith,41.5284,-87.4237,3.96,70,0,5.14,US,1679967201
447,kristinehamn,59.3098,14.1081,-3.69,69,100,5.5,SE,1679967314
448,manokwari,-0.8667,134.0833,27.65,74,82,1.28,ID,1679967314
449,gaoua,10.2992,-3.2508,27.76,58,95,2.23,BF,1679967315
450,strezhevoy,60.7333,77.5889,-6.92,94,100,6.53,RU,1679967315
451,richmond hill,43.8711,-79.4372,2.99,88,100,2.4,CA,1679967078
452,porto novo,6.4965,2.6036,27.9,78,94,2.67,BJ,1679967316
453,avanigadda,16.0215,80.9181,27.7,75,100,3.56,IN,1679967316
454,cape canaveral,28.4058,-80.6048,26.15,83,0,5.66,US,1679967317
455,sacramento,38.4666,-121.3177,17.01,37,0,4.12,US,1679967162
456,presidencia roque saenz pena,-26.7852,-60.4388,21.01,44,0,2.7,AR,1679967318
457,muli,2.9167,73.5667,28.19,75,9,4.58,MV,1679967319
458,cam ranh,11.9214,109.1591,28.98,79,40,3.09,VN,1679967319
459,erenhot,43.6475,111.9767,7.77,19,64,1.92,CN,1679967320
460,panacan,9.2463,118.4082,29.91,65,74,5.96,PH,1679967321
461,gorontalo,0.5412,123.0595,29.0,68,99,0.68,ID,1679967322
462,berbera,10.4396,45.0143,26.85,86,100,1.71,SO,1679967323
463,krasnogorskiy,54.6025,61.231,3.05,79,99,4.35,RU,1679967323
464,talcahuano,-36.7167,-73.1167,11.82,87,20,1.54,CL,1679967324
465,kabompo,-13.5927,24.2008,15.82,98,33,1.4,ZM,1679967324
466,kristiansund,63.1115,7.732,-3.64,74,7,1.54,NO,1679967325
467,kunya,12.2233,8.5325,24.09,35,99,0.0,NG,1679967326
468,vangaindrano,-23.35,47.6,21.82,90,76,1.85,MG,1679967326
469,guangyuan,32.442,105.823,13.73,78,100,0.65,CN,1679967327
470,inuvik,68.3499,-133.7218,5.42,60,75,3.6,CA,1679967328
471,belyy yar,53.6039,91.3903,6.94,69,0,3.0,RU,1679967329
472,pavlovka,52.6897,47.1405,4.98,92,82,2.7,RU,1679967329
473,bambanglipuro,-7.95,110.2833,28.91,65,74,0.26,ID,1679967330
474,oskarshamn,57.2645,16.4484,-3.34,79,100,6.84,SE,1679967330
475,nieuw amsterdam,5.8833,-55.0833,25.57,84,25,3.88,SR,1679967331
476,sinnamary,5.3833,-52.95,24.89,86,84,4.53,GF,1679967332
477,magistralnyy,56.1725,107.4458,1.94,81,100,4.55,RU,1679967333
478,catuday,16.2923,119.8062,28.02,62,6,1.55,PH,1679967333
479,vestmannaeyjar,63.4427,-20.2734,0.01,68,69,9.04,IS,1679967334
480,ferme-neuve,46.7001,-75.4493,-1.69,91,100,2.62,CA,1679967334
481,port lincoln,-34.7333,135.8667,21.26,52,2,6.18,AU,1679967335
482,kirovskiy,45.0917,133.5136,7.93,37,28,3.01,RU,1679967335
483,karratha,-20.7377,116.8463,29.65,62,100,1.09,AU,1679967336
484,gumdag,39.2061,54.5906,16.97,67,100,1.82,TM,1679967336
485,huarmey,-10.0681,-78.1522,24.89,79,100,2.79,PE,1679967337
486,mitsamiouli,-11.3847,43.2844,26.85,79,100,1.32,KM,1679967338
487,wukari,7.85,9.7833,26.18,57,100,1.14,NG,1679967338
488,the valley,18.217,-63.0578,25.61,70,0,8.22,AI,1679967339
489,vilcun,-38.65,-72.2333,10.41,69,25,1.44,CL,1679967124
490,brae,60.3964,-1.353,3.77,74,94,5.59,GB,1679967340
491,lapy,52.9911,22.8842,-2.07,59,100,5.29,PL,1679967340
492,sulangan,11.1373,123.7228,27.08,77,100,4.88,PH,1679967341
493,pueblo nuevo,23.3833,-105.3833,10.94,39,13,1.02,MX,1679967341
494,zabol,32.25,67.25,10.87,44,93,0.58,AF,1679967342
495,karla,59.3723,24.9275,-1.91,83,20,2.57,EE,1679967342
496,ust-kuyga,70.0167,135.6,-9.48,83,100,1.3,RU,1679967343
497,toucheng,24.8592,121.8233,20.25,92,100,2.23,TW,1679967343
498,havre-saint-pierre,50.2334,-63.5986,0.0,93,100,2.57,CA,1679967344
499,sao raimundo nonato,-9.0153,-42.6994,22.8,79,83,0.59,BR,1679967109
500,vakhrushevo,55.2317,61.7173,6.64,67,0,3.0,RU,1679967344
501,nueva rosita,27.95,-101.2167,25.48,60,100,7.44,MX,1679967345
502,boaco,12.4722,-85.6586,23.9,70,50,4.29,NI,1679967345
503,capoeiras,-8.7347,-36.6267,18.03,91,40,1.86,BR,1679967346
504,maykor,59.0059,55.88,3.87,99,100,3.77,RU,1679967346
505,panama city,8.9936,-79.5197,27.97,69,20,5.14,PA,1679967308
506,walvis bay,-22.9575,14.5053,16.22,92,3,0.72,NA,1679967347
507,beloha,-25.1667,45.05,19.9,62,50,3.91,MG,1679967348
508,bolivar,37.6145,-93.4105,11.42,70,80,3.29,US,1679967348
509,vila,42.0304,-8.1588,8.49,80,48,1.57,PT,1679967349
510,chardara,41.2547,67.9692,15.38,49,37,2.9,KZ,1679967349
511,hammerfest,70.6634,23.6821,-5.75,79,20,1.03,NO,1679967350
512,nenjiang,49.1833,125.2167,7.51,32,8,6.25,CN,1679967350
513,lata,40.1629,-8.3327,9.4,59,92,1.81,PT,1679967351
514,douentza,14.9951,-2.9517,28.87,20,51,2.61,ML,1679967351
515,fengrun,39.8333,118.1167,13.27,22,27,2.38,CN,1679967352
516,astoria,46.1879,-123.8313,11.94,43,100,3.13,US,1679967131
517,muros,42.7762,-9.0603,9.49,76,5,2.47,ES,1679967353
518,grand gaube,-20.0064,57.6608,24.1,79,2,1.34,MU,1679967354
519,kraskino,42.7114,130.7794,7.87,40,100,2.61,RU,1679967354
520,beruwala,6.4788,79.9828,26.11,82,30,1.51,LK,1679967355
521,lokosovo,61.1333,74.8167,-6.25,93,100,6.99,RU,1679967356
522,wasilla,61.5814,-149.4394,5.17,46,100,2.57,US,1679967356
523,inirida,3.8653,-67.9239,22.59,93,90,1.4,CO,1679967357
524,provost,52.3501,-110.2683,-9.75,95,100,1.37,CA,1679967357
525,adzope,6.1069,-3.8619,23.41,96,100,1.14,CI,1679967357
526,manaure,11.7751,-72.4445,25.29,72,4,8.06,CO,1679967358
527,hami,42.8,93.45,14.2,15,29,3.8,CN,1679967359
528,senneterre,48.3835,-77.2328,-9.31,98,93,2.32,CA,1679967359
529,lhokseumawe,5.1801,97.1507,27.59,79,100,1.36,ID,1679967360
530,dingle,10.9995,122.6711,29.25,62,100,5.5,PH,1679967360
531,shihezi,44.3,86.0333,8.99,54,96,0.25,CN,1679967360
532,durango,24.8333,-104.8333,18.55,7,100,3.77,MX,1679967246
533,plum,40.5004,-79.7495,9.5,66,100,4.18,US,1679967361
534,valledupar,10.4631,-73.2532,26.84,56,55,6.04,CO,1679967265
535,rocky mountain house,52.3668,-114.9188,-4.94,68,95,3.6,CA,1679967362
536,pathein,16.7833,94.7333,29.01,55,3,3.11,MM,1679967363
537,alta floresta,-9.8756,-56.0861,21.52,96,90,0.47,BR,1679967363
538,corowa,-36.0333,146.3833,26.34,61,21,3.06,AU,1679967364
539,dodge city,37.7528,-100.0171,4.41,88,100,3.6,US,1679967364
540,ruidoso,33.3317,-105.673,8.92,20,16,2.57,US,1679967365
541,ronda,36.7423,-5.1671,10.54,49,0,1.77,ES,1679967366
542,sobolevo,54.4299,31.8996,3.12,84,100,4.53,RU,1679967366
543,port blair,11.6667,92.75,26.02,89,40,1.03,IN,1679967367
544,pingliang,35.5392,106.6861,11.29,44,100,0.63,CN,1679967368
545,kupang,-10.1667,123.5833,30.32,79,40,3.09,ID,1679967368
546,bandarbeyla,9.4942,50.8122,26.8,80,69,2.13,SO,1679967369
547,vestmanna,62.1564,-7.1664,-3.49,86,20,0.51,FO,1679967370
548,tiarei,-17.5333,-149.3333,30.01,75,91,3.03,PF,1679967370
549,akdepe,42.0551,59.3788,16.05,25,79,4.55,TM,1679967371
550,yibin,28.7667,104.6238,13.26,92,100,0.59,CN,1679967372
551,shitanjing,39.2342,106.3439,12.33,10,78,3.74,CN,1679967372
552,camabatela,-8.1881,15.375,16.31,96,100,0.85,AO,1679967373
553,kieta,-6.2167,155.6333,29.63,72,100,2.82,PG,1679967373
554,oron,4.8256,8.2343,24.78,83,100,1.62,NG,1679967374
555,seabra,-12.4186,-41.7703,18.4,98,72,0.89,BR,1679967374
556,siniscola,40.5719,9.6922,10.75,78,0,3.75,IT,1679967375
557,rioja,-29.4111,-66.8507,23.1,72,0,0.65,AR,1679967375
558,juba,4.8517,31.5825,26.09,53,97,0.99,SS,1679967376
